song,songLabel,contributor,contributorLabel,role,album,albumLabel,genre,genreLabel,recordLabel,recordLabelLabel,country,countryLabel,releaseDate
http://www.wikidata.org/entity/Q60835823,L'Étincelle,http://www.wikidata.org/entity/Q289556,Étienne Daho,lyricist,,,http://www.wikidata.org/entity/Q1062400,chanson,,,http://www.wikidata.org/entity/Q142,France,
http://www.wikidata.org/entity/Q19264075,Wolves,http://www.wikidata.org/entity/Q15935,Kanye West,performer,,,http://www.wikidata.org/entity/Q11401,hip-hop,,,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q55603669,All Mine,http://www.wikidata.org/entity/Q15935,Kanye West,performer,,,http://www.wikidata.org/entity/Q11401,hip-hop,http://www.wikidata.org/entity/Q1142456,GOOD Music,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q60754222,Mama,http://www.wikidata.org/entity/Q15935,Kanye West,performer,http://www.wikidata.org/entity/Q59247684,Dummy Boy,,,,,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q22043182,Send My Love (To Your New Lover),http://www.wikidata.org/entity/Q318223,Max Martin,lyricist,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q1123947,XL Recordings,http://www.wikidata.org/entity/Q34,Sweden,
http://www.wikidata.org/entity/Q22043182,Send My Love (To Your New Lover),http://www.wikidata.org/entity/Q318223,Max Martin,lyricist,,,http://www.wikidata.org/entity/Q850412,contemporary R&B,http://www.wikidata.org/entity/Q1123947,XL Recordings,http://www.wikidata.org/entity/Q34,Sweden,
http://www.wikidata.org/entity/Q22918941,New Romantics,http://www.wikidata.org/entity/Q318223,Max Martin,lyricist,http://www.wikidata.org/entity/Q17544553,1989,http://www.wikidata.org/entity/Q1298934,synth-pop,http://www.wikidata.org/entity/Q2902300,Big Machine Records,http://www.wikidata.org/entity/Q34,Sweden,
http://www.wikidata.org/entity/Q22918941,New Romantics,http://www.wikidata.org/entity/Q318223,Max Martin,lyricist,http://www.wikidata.org/entity/Q17544553,1989,http://www.wikidata.org/entity/Q1298934,synth-pop,http://www.wikidata.org/entity/Q4413456,Republic Records,http://www.wikidata.org/entity/Q34,Sweden,
http://www.wikidata.org/entity/Q1617897,Higher Love,http://www.wikidata.org/entity/Q314397,Steve Winwood,lyricist,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q190585,Island Records,http://www.wikidata.org/entity/Q145,United Kingdom,
http://www.wikidata.org/entity/Q55773378,Don't Go Breaking My Heart,http://www.wikidata.org/entity/Q17140,Backstreet Boys,performer,,,http://www.wikidata.org/entity/Q211756,dance-pop,http://www.wikidata.org/entity/Q202585,RCA Records,,,
http://www.wikidata.org/entity/Q27988136,I Don't Wanna Live Forever,http://www.wikidata.org/entity/Q151304,Jack Antonoff,producer,,,http://www.wikidata.org/entity/Q188450,electropop,http://www.wikidata.org/entity/Q38903,Universal Music Group,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q27988136,I Don't Wanna Live Forever,http://www.wikidata.org/entity/Q151304,Jack Antonoff,producer,,,http://www.wikidata.org/entity/Q217597,electro,http://www.wikidata.org/entity/Q38903,Universal Music Group,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q27988136,I Don't Wanna Live Forever,http://www.wikidata.org/entity/Q151304,Jack Antonoff,producer,,,http://www.wikidata.org/entity/Q850412,contemporary R&B,http://www.wikidata.org/entity/Q38903,Universal Music Group,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q23762945,Ain't Your Mama,http://www.wikidata.org/entity/Q350588,Dr. Luke,lyricist,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q216364,Epic Records,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q23762945,Ain't Your Mama,http://www.wikidata.org/entity/Q350588,Dr. Luke,lyricist,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q7070690,Nuyorican Productions,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q55955426,"1, 2, 3!",http://www.wikidata.org/entity/Q428490,Seungri,lyricist,,,http://www.wikidata.org/entity/Q211756,dance-pop,http://www.wikidata.org/entity/Q50595,YG Entertainment,http://www.wikidata.org/entity/Q884,South Korea,
http://www.wikidata.org/entity/Q55955426,"1, 2, 3!",http://www.wikidata.org/entity/Q428490,Seungri,lyricist,,,http://www.wikidata.org/entity/Q213665,K-pop,http://www.wikidata.org/entity/Q50595,YG Entertainment,http://www.wikidata.org/entity/Q884,South Korea,
http://www.wikidata.org/entity/Q22712616,Nessun grado di separazione,http://www.wikidata.org/entity/Q439571,Francesca Michielin,lyricist,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q330629,Sony Music,http://www.wikidata.org/entity/Q38,Italy,
http://www.wikidata.org/entity/Q22043182,Send My Love (To Your New Lover),http://www.wikidata.org/entity/Q23215,Adele,performer,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q1123947,XL Recordings,http://www.wikidata.org/entity/Q145,United Kingdom,
http://www.wikidata.org/entity/Q22043182,Send My Love (To Your New Lover),http://www.wikidata.org/entity/Q23215,Adele,performer,,,http://www.wikidata.org/entity/Q850412,contemporary R&B,http://www.wikidata.org/entity/Q1123947,XL Recordings,http://www.wikidata.org/entity/Q145,United Kingdom,
http://www.wikidata.org/entity/Q22682112,River Lea,http://www.wikidata.org/entity/Q23215,Adele,performer,,,http://www.wikidata.org/entity/Q180268,gospel music,http://www.wikidata.org/entity/Q1123947,XL Recordings,http://www.wikidata.org/entity/Q145,United Kingdom,
http://www.wikidata.org/entity/Q52735332,Naked in My Cellar,http://www.wikidata.org/entity/Q23471,Lordi,performer,,,,,http://www.wikidata.org/entity/Q292128,AFM Records,,,
http://www.wikidata.org/entity/Q23853630,Let Me Love You,http://www.wikidata.org/entity/Q472891,Jeremih,lyricist,,,http://www.wikidata.org/entity/Q850412,contemporary R&B,http://www.wikidata.org/entity/Q4413456,Republic Records,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q28872901,How I Like It,http://www.wikidata.org/entity/Q26058,James Maslow,performer,,,http://www.wikidata.org/entity/Q37073,pop music,,,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q22918941,New Romantics,http://www.wikidata.org/entity/Q26876,Taylor Swift,performer,http://www.wikidata.org/entity/Q17544553,1989,http://www.wikidata.org/entity/Q1298934,synth-pop,http://www.wikidata.org/entity/Q2902300,Big Machine Records,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q22918941,New Romantics,http://www.wikidata.org/entity/Q26876,Taylor Swift,performer,http://www.wikidata.org/entity/Q17544553,1989,http://www.wikidata.org/entity/Q1298934,synth-pop,http://www.wikidata.org/entity/Q4413456,Republic Records,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q27677387,Better Man,http://www.wikidata.org/entity/Q26876,Taylor Swift,performer,http://www.wikidata.org/entity/Q28452576,The Breaker,http://www.wikidata.org/entity/Q83440,country music,http://www.wikidata.org/entity/Q1391770,Lost Highway,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q27677387,Better Man,http://www.wikidata.org/entity/Q26876,Taylor Swift,performer,http://www.wikidata.org/entity/Q28452576,The Breaker,http://www.wikidata.org/entity/Q83440,country music,http://www.wikidata.org/entity/Q4413456,Republic Records,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q27677387,Better Man,http://www.wikidata.org/entity/Q26876,Taylor Swift,performer,http://www.wikidata.org/entity/Q28452576,The Breaker,http://www.wikidata.org/entity/Q83440,country music,http://www.wikidata.org/entity/Q5035920,Capitol Records Nashville,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q27988136,I Don't Wanna Live Forever,http://www.wikidata.org/entity/Q26876,Taylor Swift,performer,,,http://www.wikidata.org/entity/Q188450,electropop,http://www.wikidata.org/entity/Q38903,Universal Music Group,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q27988136,I Don't Wanna Live Forever,http://www.wikidata.org/entity/Q26876,Taylor Swift,performer,,,http://www.wikidata.org/entity/Q217597,electro,http://www.wikidata.org/entity/Q38903,Universal Music Group,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q27988136,I Don't Wanna Live Forever,http://www.wikidata.org/entity/Q26876,Taylor Swift,performer,,,http://www.wikidata.org/entity/Q850412,contemporary R&B,http://www.wikidata.org/entity/Q38903,Universal Music Group,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q25218224,All Night,http://www.wikidata.org/entity/Q533781,Diplo,lyricist,,,http://www.wikidata.org/entity/Q850412,contemporary R&B,http://www.wikidata.org/entity/Q7138835,Parkwood Entertainment,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q52716099,Le Large,http://www.wikidata.org/entity/Q534940,La Grande Sophie,lyricist,,,http://www.wikidata.org/entity/Q3328660,middle of the road,http://www.wikidata.org/entity/Q208909,Parlophone,http://www.wikidata.org/entity/Q142,France,
http://www.wikidata.org/entity/Q52716099,Le Large,http://www.wikidata.org/entity/Q534940,La Grande Sophie,lyricist,,,http://www.wikidata.org/entity/Q3328660,middle of the road,http://www.wikidata.org/entity/Q3566342,Warner Music France,http://www.wikidata.org/entity/Q142,France,
http://www.wikidata.org/entity/Q57711739,Close to Me,http://www.wikidata.org/entity/Q31164,Ellie Goulding,performer,,,,,http://www.wikidata.org/entity/Q155152,Polydor,http://www.wikidata.org/entity/Q145,United Kingdom,
http://www.wikidata.org/entity/Q28935302,Spirit of the Night,http://www.wikidata.org/entity/Q665856,Ralph Siegel,lyricist,,,http://www.wikidata.org/entity/Q216961,Eurodance,,,http://www.wikidata.org/entity/Q183,Germany,
http://www.wikidata.org/entity/Q55695157,Stranger In The North,http://www.wikidata.org/entity/Q717075,Namewee,lyricist,,,http://www.wikidata.org/entity/Q11401,hip-hop,http://www.wikidata.org/entity/Q4828438,Avex Taiwan,http://www.wikidata.org/entity/Q833,Malaysia,
http://www.wikidata.org/entity/Q55695157,Stranger In The North,http://www.wikidata.org/entity/Q717075,Namewee,lyricist,,,http://www.wikidata.org/entity/Q973150,mandopop,http://www.wikidata.org/entity/Q4828438,Avex Taiwan,http://www.wikidata.org/entity/Q833,Malaysia,
http://www.wikidata.org/entity/Q26963266,Say You Won't Let Go,http://www.wikidata.org/entity/Q717626,James Arthur,lyricist,http://www.wikidata.org/entity/Q27622115,Back from the Edge,,,http://www.wikidata.org/entity/Q183387,Columbia Records,http://www.wikidata.org/entity/Q145,United Kingdom,
http://www.wikidata.org/entity/Q1617897,Higher Love,http://www.wikidata.org/entity/Q34389,Whitney Houston,performer,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q190585,Island Records,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q23017971,Try Everything,http://www.wikidata.org/entity/Q34424,Shakira,performer,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q54860,Walt Disney Records,http://www.wikidata.org/entity/Q29,Spain,
http://www.wikidata.org/entity/Q23017971,Try Everything,http://www.wikidata.org/entity/Q34424,Shakira,performer,,,http://www.wikidata.org/entity/Q37073,pop music,http://www.wikidata.org/entity/Q54860,Walt Disney Records,http://www.wikidata.org/entity/Q739,Colombia,
http://www.wikidata.org/entity/Q25218224,All Night,http://www.wikidata.org/entity/Q36153,Beyoncé,performer,,,http://www.wikidata.org/entity/Q850412,contemporary R&B,http://www.wikidata.org/entity/Q7138835,Parkwood Entertainment,http://www.wikidata.org/entity/Q30,United States,
http://www.wikidata.org/entity/Q26124205,Consideration,http://www.wikidata.org/entity/Q36844,Rihanna,performer,,,,,http://www.wikidata.org/entity/Q1194456,Roc Nation,http://www.wikidata.org/entity/Q244,Barbados,
http://www.wikidata.org/entity/Q26250171,Love on the Brain,http://www.wikidata.org/entity/Q36844,Rihanna,performer,,,http://www.wikidata.org/entity/Q131272,soul,http://www.wikidata.org/entity/Q654283,Def Jam Recordings,http://www.wikidata.org/entity/Q244,Barbados,
http://www.wikidata.org/entity/Q26250171,Love on the Brain,http://www.wikidata.org/entity/Q36844,Rihanna,performer,,,http://www.wikidata.org/entity/Q546359,doo-wop,http://www.wikidata.org/entity/Q654283,Def Jam Recordings,http://www.wikidata.org/entity/Q244,Barbados,
http://www.wikidata.org/entity/Q59779835,We Appreciate Power,http://www.wikidata.org/entity/Q117970,Grimes,composer,,,http://www.wikidata.org/entity/Q263734,nu metal,http://www.wikidata.org/entity/Q238095,4AD,http://www.wikidata.org/entity/Q16,Canada,
http://www.wikidata.org/entity/Q59779835,We Appreciate Power,http://www.wikidata.org/entity/Q117970,Grimes,composer,,,http://www.wikidata.org/entity/Q968730,industrial rock,http://www.wikidata.org/entity/Q238095,4AD,http://www.wikidata.org/entity/Q16,Canada,
